ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
ɲʲ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɲ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɲ̥ː,-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ɲ̟ː,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ŋʲː,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ɴʲː,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ɲʲː,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ɲː,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ɲˑ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ŋːʲ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ɴːʲ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ɲːʲ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ŋᶣ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,+,-,0,-,0,0
ɴᶣ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,+,-,0,-,0,0
ɲᶣ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,+,-,0,-,0,0
ŋ̠̊,-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋ̥,-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋ̊,-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋ̥ˠ,-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɴ̥ˠ,-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɲ̥ˠ,-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋ̟,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋ̠,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɴˠ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɲˠ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋ̥ː,-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ŋ̟ː,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ŋː,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ŋˑ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ŋːˠ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɴːˠ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɲːˠ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ŋ̥ʷ,-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɴ̥ʷ,-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɲ̥ʷ,-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ŋʲʷ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɴʲʷ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɲʲʷ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ŋ̠ʷ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɴ̠ʷ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɲ̠ʷ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ŋʷ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɴʷ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɲʷ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ŋʷˠ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɴʷˠ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɲʷˠ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ŋʷː,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
ɴʷː,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
ɲʷː,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
ŋːʷ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
ɴːʷ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
ɲːʷ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
ɳ̥ʲ,-,+,+,-,-,-,+,-,-,-,-,-,+,0,-,+,-,-,-,-,0,-,0,0
ɳʲ,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,-,-,-,0,-,0,0
ɳʲː,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,-,-,-,0,+,0,0
ɳːʲ,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,-,-,-,0,+,0,0
ɳᶣ,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,-,+,-,0,-,0,0
ɳ̥ˠ,-,+,+,-,-,-,+,-,-,-,-,-,+,0,-,+,-,+,-,-,0,-,0,0
ɳˠ,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,+,-,-,0,-,0,0
ɳːˠ,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,+,-,-,0,+,0,0
ɳ̥ʷ,-,+,+,-,-,-,+,-,-,-,-,-,+,0,-,+,-,+,+,-,0,-,0,0
ɳʲʷ,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,+,+,-,0,-,0,0
ɳ̠ʷ,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,+,+,-,0,-,0,0
ɳʷ,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,+,+,-,0,-,0,0
ɳʷˠ,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,+,+,-,0,-,0,0
ɳʷː,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,+,+,-,0,+,0,0
ɳːʷ,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,-,+,+,-,0,+,0,0
n̥ʲ,-,+,+,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,0,-,0,0
nʲ,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,-,-,-,0,-,0,0
nʲː,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,-,-,-,0,+,0,0
nːʲ,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,-,-,-,0,+,0,0
nᶣ,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,-,+,-,0,-,0,0
n̥ˠ,-,+,+,-,-,-,+,-,-,-,-,+,+,-,-,+,-,+,-,-,0,-,0,0
nˠ,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,+,-,-,0,-,0,0
nːˠ,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,+,-,-,0,+,0,0
n̥ʷ,-,+,+,-,-,-,+,-,-,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
nʲʷ,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
n̠ʷ,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
nʷ,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
nʷˠ,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
nʷː,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,+,+,-,0,+,0,0
nːʷ,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,-,+,+,-,0,+,0,0
n̪̥ʲ,-,+,+,-,-,-,+,-,-,-,-,+,+,+,-,+,-,-,-,-,0,-,0,0
n̪ʲ,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,-,-,-,0,-,0,0
n̪ʲː,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,-,-,-,0,+,0,0
n̪ːʲ,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,-,-,-,0,+,0,0
n̪ᶣ,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,-,+,-,0,-,0,0
n̪̥ˠ,-,+,+,-,-,-,+,-,-,-,-,+,+,+,-,+,-,+,-,-,0,-,0,0
n̪ˠ,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,+,-,-,0,-,0,0
n̪ːˠ,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,+,-,-,0,+,0,0
n̪̥ʷ,-,+,+,-,-,-,+,-,-,-,-,+,+,+,-,+,-,+,+,-,0,-,0,0
n̪ʲʷ,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,+,+,-,0,-,0,0
n̪̠ʷ,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,+,+,-,0,-,0,0
n̪ʷ,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,+,+,-,0,-,0,0
n̪ʷˠ,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,+,+,-,0,-,0,0
n̪ʷː,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,+,+,-,0,+,0,0
n̪ːʷ,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,-,+,+,-,0,+,0,0
m̥ʲ,-,+,+,-,-,-,+,-,-,-,-,+,-,0,+,+,-,-,-,-,0,-,0,0
mʲ,-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,-,-,-,0,-,0,0
mʲː,-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,-,-,-,0,+,0,0
mːʲ,-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,-,-,-,0,+,0,0
m̥ˠ,-,+,+,-,-,-,+,-,-,-,-,+,-,0,+,+,-,+,-,-,0,-,0,0
mˠ,-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,+,-,-,0,-,0,0
mːˠ,-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,+,-,-,0,+,0,0
m̥ʷ,-,+,+,-,-,-,+,-,-,-,-,+,-,0,+,+,-,+,+,-,0,-,0,0
mʲʷ,-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,+,+,-,0,-,0,0
m̠ʷ,-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,+,+,-,0,-,0,0
mʷ,-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,+,+,-,0,-,0,0
mʷˠ,-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,+,+,-,0,-,0,0
mʷː,-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,+,+,-,0,+,0,0
mːʷ,-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,-,+,+,-,0,+,0,0
ŋ̥ˤ,-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,+,+,-,-,0,-,0,0
ɲ̥ˤ,-,+,+,-,-,-,+,-,-,-,-,-,-,0,-,+,+,+,-,-,0,-,0,0
ŋˤ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,-,-,0,-,0,0
ɲˤ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,-,-,0,-,0,0
ŋˤː,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,-,-,0,+,0,0
ɲˤː,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,-,-,0,+,0,0
ŋːˤ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,-,-,0,+,0,0
ɲːˤ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,-,-,0,+,0,0
ŋʷˤ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,+,-,0,-,0,0
ɴʷˤ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,+,-,0,-,0,0
ɲʷˤ,-,+,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,+,-,0,-,0,0
ɳʷˤ,-,+,+,-,-,-,+,-,+,-,-,-,+,0,-,+,+,+,+,-,0,-,0,0
nʷˤ,-,+,+,-,-,-,+,-,+,-,-,+,+,-,-,+,+,+,+,-,0,-,0,0
n̪ʷˤ,-,+,+,-,-,-,+,-,+,-,-,+,+,+,-,+,+,+,+,-,0,-,0,0
mʷˤ,-,+,+,-,-,-,+,-,+,-,-,+,-,0,+,+,+,+,+,-,0,-,0,0
ɴ̰,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ɴ̰ː,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,+,0,0
ɳ̰,-,+,+,-,-,-,+,-,+,-,+,-,+,0,-,-,-,-,-,-,0,-,0,0
ɳ̰ː,-,+,+,-,-,-,+,-,+,-,+,-,+,0,-,-,-,-,-,-,0,+,0,0
n̰,-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
n̰ː,-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,+,0,0
n̪̰,-,+,+,-,-,-,+,-,+,-,+,+,+,+,-,-,-,-,-,-,0,-,0,0
n̪̰ː,-,+,+,-,-,-,+,-,+,-,+,+,+,+,-,-,-,-,-,-,0,+,0,0
m̰,-,+,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
m̰ː,-,+,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,+,0,0
ɴ̰ˤ,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,-,+,+,-,-,0,-,0,0
ɳ̰ˤ,-,+,+,-,-,-,+,-,+,-,+,-,+,0,-,-,+,+,-,-,0,-,0,0
n̰ˤ,-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,-,+,+,-,-,0,-,0,0
n̪̰ˤ,-,+,+,-,-,-,+,-,+,-,+,+,+,+,-,-,+,+,-,-,0,-,0,0
m̰ˤ,-,+,+,-,-,-,+,-,+,-,+,+,-,0,+,-,+,+,-,-,0,-,0,0
ɲ̰,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ŋ̰ʲ,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ɴ̰ʲ,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ɲ̰ʲ,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ɲ̰ː,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,+,0,0
ŋ̰ˠ,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ɴ̰ˠ,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ɲ̰ˠ,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋ̰,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋ̰ː,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,+,0,0
ŋ̰ʷ,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,+,-,0,-,0,0
ɴ̰ʷ,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,+,-,0,-,0,0
ɲ̰ʷ,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,+,-,0,-,0,0
ɳ̰ʲ,-,+,+,-,-,-,+,-,+,-,+,-,+,0,-,+,-,-,-,-,0,-,0,0
ɳ̰ˠ,-,+,+,-,-,-,+,-,+,-,+,-,+,0,-,+,-,+,-,-,0,-,0,0
ɳ̰ʷ,-,+,+,-,-,-,+,-,+,-,+,-,+,0,-,+,-,+,+,-,0,-,0,0
n̰ʲ,-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,+,-,-,-,-,0,-,0,0
n̰ˠ,-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,+,-,+,-,-,0,-,0,0
n̰ʷ,-,+,+,-,-,-,+,-,+,-,+,+,+,-,-,+,-,+,+,-,0,-,0,0
n̪̰ʲ,-,+,+,-,-,-,+,-,+,-,+,+,+,+,-,+,-,-,-,-,0,-,0,0
n̪̰ˠ,-,+,+,-,-,-,+,-,+,-,+,+,+,+,-,+,-,+,-,-,0,-,0,0
n̪̰ʷ,-,+,+,-,-,-,+,-,+,-,+,+,+,+,-,+,-,+,+,-,0,-,0,0
m̰ʲ,-,+,+,-,-,-,+,-,+,-,+,+,-,0,+,+,-,-,-,-,0,-,0,0
m̰ˠ,-,+,+,-,-,-,+,-,+,-,+,+,-,0,+,+,-,+,-,-,0,-,0,0
m̰ʷ,-,+,+,-,-,-,+,-,+,-,+,+,-,0,+,+,-,+,+,-,0,-,0,0
ŋ̰ˤ,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0
ɲ̰ˤ,-,+,+,-,-,-,+,-,+,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0
ɴ̤̥,-,+,+,-,-,-,+,-,-,+,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɴ̤,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɴ̠ʰ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɴʰ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɴʰː,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,-,-,+,-,-,0,+,0,0
ɴ̤ː,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,-,-,+,-,-,0,+,0,0
ɳ̤̥,-,+,+,-,-,-,+,-,-,+,-,-,+,0,-,-,-,-,-,-,0,-,0,0
ɳ̤,-,+,+,-,-,-,+,-,+,+,-,-,+,0,-,-,-,-,-,-,0,-,0,0
ɳ̠ʰ,-,+,+,-,-,-,+,-,+,+,-,-,+,0,-,-,-,-,-,-,0,-,0,0
ɳʰ,-,+,+,-,-,-,+,-,+,+,-,-,+,0,-,-,-,-,-,-,0,-,0,0
ɳʰː,-,+,+,-,-,-,+,-,+,+,-,-,+,0,-,-,-,-,-,-,0,+,0,0
ɳ̤ː,-,+,+,-,-,-,+,-,+,+,-,-,+,0,-,-,-,-,-,-,0,+,0,0
n̤̥,-,+,+,-,-,-,+,-,-,+,-,+,+,-,-,-,-,-,-,-,0,-,0,0
n̤,-,+,+,-,-,-,+,-,+,+,-,+,+,-,-,-,-,-,-,-,0,-,0,0
n̠ʰ,-,+,+,-,-,-,+,-,+,+,-,+,+,-,-,-,-,-,-,-,0,-,0,0
nʰ,-,+,+,-,-,-,+,-,+,+,-,+,+,-,-,-,-,-,-,-,0,-,0,0
nʰː,-,+,+,-,-,-,+,-,+,+,-,+,+,-,-,-,-,-,-,-,0,+,0,0
n̤ː,-,+,+,-,-,-,+,-,+,+,-,+,+,-,-,-,-,-,-,-,0,+,0,0
n̪̤̥,-,+,+,-,-,-,+,-,-,+,-,+,+,+,-,-,-,-,-,-,0,-,0,0
n̪̤,-,+,+,-,-,-,+,-,+,+,-,+,+,+,-,-,-,-,-,-,0,-,0,0
n̪̠ʰ,-,+,+,-,-,-,+,-,+,+,-,+,+,+,-,-,-,-,-,-,0,-,0,0
n̪ʰ,-,+,+,-,-,-,+,-,+,+,-,+,+,+,-,-,-,-,-,-,0,-,0,0
n̪ʰː,-,+,+,-,-,-,+,-,+,+,-,+,+,+,-,-,-,-,-,-,0,+,0,0
n̪̤ː,-,+,+,-,-,-,+,-,+,+,-,+,+,+,-,-,-,-,-,-,0,+,0,0
m̤̥,-,+,+,-,-,-,+,-,-,+,-,+,-,0,+,-,-,-,-,-,0,-,0,0
m̤,-,+,+,-,-,-,+,-,+,+,-,+,-,0,+,-,-,-,-,-,0,-,0,0
m̠ʰ,-,+,+,-,-,-,+,-,+,+,-,+,-,0,+,-,-,-,-,-,0,-,0,0
mʰ,-,+,+,-,-,-,+,-,+,+,-,+,-,0,+,-,-,-,-,-,0,-,0,0
mʰː,-,+,+,-,-,-,+,-,+,+,-,+,-,0,+,-,-,-,-,-,0,+,0,0
m̤ː,-,+,+,-,-,-,+,-,+,+,-,+,-,0,+,-,-,-,-,-,0,+,0,0
ɴʰˤ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,-,+,+,-,-,0,-,0,0
ɴˤʰ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,-,+,+,-,-,0,-,0,0
ɴ̤ˤ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,-,+,+,-,-,0,-,0,0
ɳʰˤ,-,+,+,-,-,-,+,-,+,+,-,-,+,0,-,-,+,+,-,-,0,-,0,0
ɳˤʰ,-,+,+,-,-,-,+,-,+,+,-,-,+,0,-,-,+,+,-,-,0,-,0,0
ɳ̤ˤ,-,+,+,-,-,-,+,-,+,+,-,-,+,0,-,-,+,+,-,-,0,-,0,0
nʰˤ,-,+,+,-,-,-,+,-,+,+,-,+,+,-,-,-,+,+,-,-,0,-,0,0
nˤʰ,-,+,+,-,-,-,+,-,+,+,-,+,+,-,-,-,+,+,-,-,0,-,0,0
n̤ˤ,-,+,+,-,-,-,+,-,+,+,-,+,+,-,-,-,+,+,-,-,0,-,0,0
n̪ʰˤ,-,+,+,-,-,-,+,-,+,+,-,+,+,+,-,-,+,+,-,-,0,-,0,0
n̪ˤʰ,-,+,+,-,-,-,+,-,+,+,-,+,+,+,-,-,+,+,-,-,0,-,0,0
n̪̤ˤ,-,+,+,-,-,-,+,-,+,+,-,+,+,+,-,-,+,+,-,-,0,-,0,0
mʰˤ,-,+,+,-,-,-,+,-,+,+,-,+,-,0,+,-,+,+,-,-,0,-,0,0
mˤʰ,-,+,+,-,-,-,+,-,+,+,-,+,-,0,+,-,+,+,-,-,0,-,0,0
m̤ˤ,-,+,+,-,-,-,+,-,+,+,-,+,-,0,+,-,+,+,-,-,0,-,0,0
ɲ̤̥,-,+,+,-,-,-,+,-,-,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ŋʰʲ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɴʰʲ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɲʰʲ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ŋʲʰ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɴʲʰ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɲʲʰ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɲ̤,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɲ̠ʰ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ŋ̤ʲ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɴ̤ʲ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɲ̤ʲ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɲʰ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɲʰː,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ɲ̤ː,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ŋʰᶣ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,+,-,0,-,0,0
ɴʰᶣ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,+,-,0,-,0,0
ɲʰᶣ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,-,+,-,0,-,0,0
ŋ̤̥,-,+,+,-,-,-,+,-,-,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋʰˠ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɴʰˠ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɲʰˠ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋ̤,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋ̠ʰ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋ̤ˠ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɴ̤ˠ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɲ̤ˠ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋʰ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ŋʰː,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ŋ̤ː,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ŋʰʷ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɴʰʷ,-,+,+,-,-,-,+,-,+,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0
